Left		0.68	0.99	2
Left		1.07	1.38	1
Left		1.4	1.57	1
Left		1.6	1.98	2
Left		2.0	2.63	0
Left		2.69	3.18	0
Left		4.1	4.44	0
Left		4.46	4.91	1
Left		9.19	9.53	0
Left		9.56	10.07	1
Left		10.22	10.76	0
Left		10.79	11.23	1
Left		11.52	11.83	3
Left		11.86	12.39	0
Left		12.39	12.94	0
Left		13.5	13.93	1
Left		14.4	14.92	2
Left		14.98	15.31	2
Left		15.31	15.55	1
Left		15.58	16.02	1
Left		17.19	17.38	1
Left		17.45	17.67	0
Left		17.67	18.12	1
Left		18.22	18.63	0
Left		18.64	18.74	3
Left		18.744	19.293	1
Left		19.293	19.654	1
Left		19.666	20.06	2
Left		20.198	20.954	0
Left		21.416	21.622	2
Left		21.643	22.377	2
Left		22.382	22.577	0
Left		22.594	22.805	2
Left		22.805	23.41	1
Left		23.415	23.782	2
Left		23.782	24.121	0
Left		24.888	25.332	0
Left		25.343	25.877	0
Left		25.993	26.471	1
Left		27.632	28.015	2
Left		28.099	28.304	0
Left		28.516	28.832	0
Left		28.832	29.177	1
Left		29.182	29.804	0
Left		30.521	30.81	0
Left		31.082	31.548	2
Left		31.693	32.144	2
Left		32.16	32.343	1
Left		32.349	32.627	2
Left		32.627	33.077	2
Left		33.126	33.299	3
Left		33.311	33.427	3
Left		33.427	33.988	0
Left		34.021	34.399	2
Left		34.416	34.81	1
Left		34.843	35.132	1
Left		35.144	35.594	2
Left		35.655	35.999	1
Left		36.005	36.566	0
Left		36.615	36.782	0
Left		36.782	37.244	2
Left		37.249	37.933	1
Left		38.238	38.799	1
Left		38.815	39.432	0
Left		40.566	41.427	1
Left		44.471	44.76	0
Left		44.76	45.248	2
Left		45.248	45.566	2
Left		45.644	45.938	2
Left		45.949	46.404	1
Left		46.51	46.693	1
Left		46.705	47.06	0
Left		47.065	47.504	2
Left		47.932	48.565	0
Left		48.577	48.899	3
Left		49.416	49.849	1
Left		50.115	50.688	0
Left		50.721	51.049	2
Left		51.049	51.571	1
Left		51.643	52.543	0
Left		53.099	53.51	2
Left		53.521	53.699	2
Left		53.71	54.049	0
Left		54.116	54.294	0
Left		54.311	54.643	0
Left		54.66	54.894	3
Left		56.766	57.105	1
Left		57.36	57.549	0
Left		57.56	57.921	0
Left		57.921	58.371	2
Left		59.126	59.482	1
Left		61.132	61.56	0
Left		61.56	62.293	0
Left		62.31	62.683	2
Left		63.321	63.743	1
Left		63.765	64.165	2
Left		64.248	64.598	1
Left		64.616	64.96	1
Left		79.877	80.416	1
Left		80.621	81.032	1
Left		81.449	82.06	2
Left		82.06	82.538	1
Left		99.155	99.332	2
Left		99.332	99.765	0
Left		99.766	100.149	1
Left		100.182	100.554	0
Left		100.61	100.966	1
Left		100.966	101.315	2
Left		101.327	101.977	1
Left		117.782	118.321	1
Left		125.782	125.921	1
Left		125.938	126.527	0
Left		126.688	127.299	1
Left		133.432	133.687	3
Left		133.71	134.049	0
Left		134.054	134.377	1
Left		135.904	136.237	2
Left		161.76	162.027	0
Left		162.027	162.31	0
Left		162.31	162.694	1
Left		162.694	162.699	1
Left		164.582	164.76	1
Left		164.76	164.948	2
Left		164.994	165.427	0
Left		165.682	165.821	2
Left		165.826	166.132	0
Left		166.877	167.171	1
Left		167.182	167.493	1
Left		167.499	167.832	2
Left		168.043	168.316	1
Left		168.677	168.927	2
Left		168.932	169.143	0
Left		169.182	169.327	0
Left		169.327	169.655	0
Left		169.671	170.221	0
Left		170.371	170.705	2
Left		170.721	170.994	1
Left		171.027	171.31	0
Left		171.832	172.093	2
Left		172.099	172.299	1
Left		172.299	172.616	1
Left		172.621	173.004	1
Left		173.271	173.827	2
Left		174.349	174.849	2
Left		175.238	175.582	0
Left		176.332	176.571	3
Left		176.588	176.826	3
Left		176.844	177.177	0
Left		177.199	177.387	1
Left		177.538	177.871	0
Left		177.927	178.266	0
Left		178.283	178.51	0
Left		178.644	178.883	2
Left		178.899	179.254	2
Left		180.204	180.471	1
Left		180.477	180.865	2
Left		181.41	181.937	0
Left		181.949	182.083	1
Left		182.093	182.254	0
Left		182.332	182.688	3
Left		183.087	183.415	0
Left		183.465	183.671	1
Left		185.399	185.782	2
Left		185.81	186.115	0
Left		186.299	186.476	0
Left		186.488	186.665	0
Left		186.682	186.927	0
Left		186.944	187.26	1
Left		187.26	187.388	1
Left		187.393	187.948	0
Left		189.826	190.026	1
Left		190.032	190.238	2
Left		190.238	190.471	0
Left		190.477	190.627	0
Left		190.632	190.805	0
Left		190.816	191.322	0
Left		191.354	191.476	1
Left		191.493	191.826	0
Left		192.071	192.271	1
Left		192.287	192.943	2
Left		193.755	194.238	0
Left		194.438	194.605	1
Left		194.86	195.093	1
Left		195.099	195.343	1
Left		195.41	195.532	0
Left		195.532	195.671	0
Left		195.671	195.915	0
Left		195.944	196.116	2
Left		196.154	196.416	0
Left		196.433	196.544	1
Left		196.549	196.877	0
Left		196.877	197.116	0
Left		197.127	197.449	0
Left		197.782	197.999	2
Left		198.01	198.204	0
Left		198.21	198.616	0
Left		198.682	199.293	0
Left		199.549	199.943	1
Left		199.96	200.238	1
Left		200.243	200.638	0
Left		200.643	200.96	0
Left		202.343	202.543	1
Left		202.555	203.049	0
Left		203.765	203.96	0
Left		203.971	204.526	0
Left		204.676	205.088	1
Left		205.472	205.66	1
Left		205.66	205.844	0
Left		205.844	206.31	0
Left		206.316	206.721	0
Left		206.743	206.888	1
Left		207.049	207.544	2
Left		209.616	209.833	2
Left		209.837	210.298	0
Left		210.316	210.727	1
Left		211.393	211.837	1
Left		211.916	212.343	1
Left		237.537	237.893	2
Left		240.765	240.921	1
Left		240.921	241.188	2
Left		241.199	241.449	2
Left		241.704	241.987	3
Left		241.999	242.227	0
Left		242.254	242.543	2
Left		243.293	243.732	1
Left		243.899	244.382	0
Left		245.515	245.743	2
Left		245.76	245.932	1
Left		246.038	246.171	1
Left		246.182	246.432	2
Left		246.444	246.744	2
Left		246.777	247.033	3
Left		247.044	247.732	0
Left		248.015	248.21	2
Left		248.21	248.799	0
Left		249.521	249.727	2
Left		249.737	250.06	3
Left		250.071	250.343	3
Left		250.349	250.499	1
Left		250.51	250.654	1
Left		250.677	251.072	2
Left		251.715	252.221	0
Left		253.61	254.166	1
Left		254.754	254.899	1
Left		254.921	255.188	0
Left		255.96	256.277	2
Left		256.299	256.566	0
Left		256.766	256.999	3
Left		256.999	257.193	2
Left		257.216	257.855	0
Left		258.149	258.483	1
Left		258.832	259.055	2
Left		259.171	259.355	2
Left		259.366	259.499	3
Left		259.516	259.994	0
Left		260.522	260.71	1
Left		260.732	260.882	1
Left		260.885	261.131	2
Left		261.136	261.639	0
Left		262.376	262.616	1
Left		262.619	262.927	1
Left		262.936	263.29	0
Left		264.273	264.444	3
Left		264.456	264.625	1
Left		264.659	264.887	0
Left		264.89	265.05	1
Left		265.056	265.167	1
Left		265.173	265.381	2
Left		265.382	265.776	0
Left		265.785	265.91	1
Left		265.922	266.162	0
Left		267.242	267.365	1
Left		267.368	267.73	2
Left		267.736	267.998	2
Left		268.005	268.299	1
Left		269.07	269.179	2
Left		269.247	269.679	0
Left		269.876	270.113	0
Left		270.539	270.707	2
Left		270.71	270.908	2
Left		270.916	271.196	0
Left		271.51	271.713	1
Left		271.713	272.102	0
Left		272.105	272.265	1
Left		272.273	272.396	1
Left		272.431	272.725	2
Left		272.727	272.922	3
Left		272.922	273.088	1
Left		273.088	273.308	2
Left		273.308	273.644	2
Left		274.153	274.579	2
Left		274.591	275.179	0
Left		280.49	280.764	0
Left		280.931	281.568	0
Left		281.833	282.484	1
Left		283.75	284.273	1
Left		284.387	284.796	0
Left		286.691	287.131	0
Left		287.281	287.727	0
Left		288.839	288.991	0
Left		288.993	289.142	1
Left		289.145	289.279	0
Left		289.279	289.547	0
Left		289.547	289.659	1
Left		289.665	290.082	0
Left		290.359	290.55	2
Left		290.599	290.841	0
Left		290.996	291.274	0
Left		291.274	291.431	0
Left		291.447	291.648	2
Left		291.648	291.819	1
Left		291.819	291.882	1
Left		291.884	292.019	0
Left		292.141	292.396	0
Left		292.428	292.568	2
Left		292.573	293.07	0
Left		293.696	294.299	0
Left		295.327	295.576	0
Left		295.578	296.025	0
Left		296.025	296.622	0
Left		296.738	296.856	0
Left		296.877	297.179	2
Left		297.179	297.27	2
Left		297.27	297.477	0
Left		297.481	298.061	0
Left		298.478	298.65	2
Left		298.651	298.859	2
Left		298.859	299.03	1
Left		299.042	299.271	0
Left		299.273	299.504	0
Left		299.879	300.351	0
Left		300.354	300.542	2
Left		300.547	300.65	2
Right		5.1	6.08	1
Right		6.21	6.41	2
Right		6.42	7.01	3
Right		7.05	7.59	1
Right		7.77	8.28	1
Right		8.29	8.61	0
Right		8.67	9.16	1
Right		41.66	42.015	2
Right		42.021	42.488	2
Right		42.499	42.905	1
Right		42.915	43.526	1
Right		43.682	44.199	1
Right		44.433	44.821	1
Right		44.833	45.416	2
Right		65.483	66.01	0
Right		66.049	66.493	0
Right		66.51	67.016	0
Right		67.532	67.776	1
Right		67.793	68.193	1
Right		68.671	69.132	0
Right		69.132	69.738	1
Right		69.977	70.332	3
Right		70.332	70.943	
Right		70.999	71.627	1
Right		72.815	73.071	2
Right		73.082	73.921	2
Right		73.921	74.61	0
Right		74.61	75.315	0
Right		75.61	76.077	2
Right		76.093	76.582	0
Right		77.577	78.133	2
Right		78.137	78.815	
Right		78.827	79.527	1
Right		83.677	84.332	0
Right		84.354	84.91	2
Right		84.915	85.582	0
Right		86.127	86.415	0
Right		86.415	86.738	2
Right		86.738	87.322	1
Right		88.727	89.454	3
Right		89.455	89.799	1
Right		89.805	90.383	2
Right		91.927	92.204	2
Right		92.204	93.032	0
Right		93.737	94.076	0
Right		94.099	94.387	0
Right		94.393	94.693	1
Right		94.699	95.143	1
Right		96.127	96.404	0
Right		96.415	96.926	2
Right		97.288	97.488	2
Right		97.505	97.888	2
Right		97.91	98.199	3
Right		98.499	98.96	1
Right		104.16	104.749	2
Right		105.982	106.587	2
Right		107.438	107.577	1
Right		107.587	107.96	2
Right		107.96	108.355	0
Right		108.382	109.004	3
Right		109.015	109.254	0
Right		109.588	109.96	0
Right		111.06	111.471	1
Right		111.498	111.976	1
Right		111.994	112.233	1
Right		112.837	113.127	2
Right		113.127	113.588	0
Right		113.593	113.932	1
Right		114.282	114.649	0
Right		115.326	115.604	1
Right		115.605	115.805	0
Right		115.815	116.343	1
Right		116.815	117.421	2
Right		118.688	118.927	1
Right		119.115	119.993	1
Right		120.265	120.949	1
Right		121.204	121.371	1
Right		122.833	123.527	2
Right		123.632	124.16	0
Right		124.393	124.799	3
Right		124.815	125.121	1
Right		125.132	125.399	0
Right		125.41	125.682	1
Right		127.499	127.86	0
Right		127.91	128.472	1
Right		129.654	130.36	1
Right		131.027	131.405	3
Right		131.421	131.832	0
Right		132.376	132.676	0
Right		132.677	133.294	1
Right		135.383	135.749	2
Right		137.721	137.899	1
Right		137.899	138.316	1
Right		139.082	139.51	2
Right		139.51	139.815	1
Right		139.815	140.193	2
Right		140.238	140.638	1
Right		140.665	141.138	0
Right		141.265	141.676	0
Right		141.715	142.248	1
Right		142.444	142.86	1
Right		142.876	143.082	2
Right		143.082	143.36	1
Right		144.288	144.426	0
Right		144.51	144.988	0
Right		144.999	145.405	1
Right		145.41	145.826	0
Right		145.832	146.16	1
Right		146.166	146.322	2
Right		146.338	146.56	0
Right		146.566	147.11	0
Right		148.915	149.143	0
Right		149.154	149.354	0
Right		149.36	149.644	1
Right		149.649	150.021	0
Right		150.144	150.516	0
Right		150.627	151.066	0
Right		151.077	151.238	0
Right		151.277	151.499	1
Right		151.51	151.843	1
Right		153.427	154.082	2
Right		154.194	154.749	1
Right		155.454	155.626	1
Right		155.638	156.093	0
Right		156.093	156.649	2
Right		156.926	157.132	2
Right		157.149	158.11	0
Right		158.488	158.766	1
Right		158.777	159.043	1
Right		159.043	159.499	0
Right		160.171	160.732	1
Right		160.743	160.921	1
Right		160.927	161.449	1
Right		162.81	163.538	1
Right		163.56	164.082	2
Right		212.96	213.26	2
Right		213.276	213.499	1
Right		213.521	213.688	0
Right		213.688	214.138	1
Right		214.154	214.587	1
Right		215.843	216.082	2
Right		216.082	216.266	0
Right		216.266	216.533	2
Right		216.554	217.182	0
Right		217.76	217.916	0
Right		218.493	218.688	0
Right		218.688	219.21	1
Right		219.21	219.61	0
Right		219.726	220.287	0
Right		220.299	220.705	0
Right		220.888	221.41	0
Right		221.415	221.682	0
Right		221.694	222.11	1
Right		222.115	222.404	1
Right		222.421	222.871	0
Right		222.871	223.16	1
Right		223.304	223.893	0
Right		224.71	225.393	0
Right		225.638	225.755	2
Right		225.755	226.16	1
Right		226.36	226.61	0
Right		226.633	226.86	0
Right		226.871	227.127	0
Right		227.276	227.765	0
Right		227.765	228.248	1
Right		228.327	228.694	0
Right		228.704	228.893	1
Right		228.893	229.465	0
Right		229.477	229.932	1
Right		230.227	230.721	2
Right		231.671	232.432	1
Right		233.055	233.221	1
Right		233.221	233.671	1
Right		233.688	234.166	2
Right		234.166	234.404	2
Right		234.41	234.671	1
Right		234.777	234.932	1
Right		234.943	235.199	1
Right		235.254	235.482	1
Right		235.538	235.899	1
Right		235.982	236.305	2
Right		236.377	236.944	1
Right		237.966	238.182	0
Right		238.182	238.487	0
Right		238.494	238.755	2
Right		238.765	238.91	1
Right		238.91	239.127	2
Right		239.132	239.299	1
Right		239.327	239.855	1
Right		275.502	275.802	0
Right		275.813	276.107	2
Right		276.419	276.556	3
Right		276.559	276.751	1
Right		276.753	277.027	1
Right		277.027	277.276	2
Right		277.304	277.553	0
Right		277.554	277.688	2
Right		277.691	277.848	1
Right		278.073	278.242	2
Right		278.244	278.387	1
Right		278.387	278.77	1
Right		278.859	279.127	1
Right		279.15	279.484	1
